bourbon_name,min_corn,max_corn,min_wheat,max_wheat,min_rye,max_rye,min_barley,max_barley,proof,min_age,max_age,rating,leather,coffee,tobacco,licorice,mint,herbal tea,clove,pepper,cinnamon,brown sugar,chocolate,baked goods,butterscotch,honey,toffee,caramel,vanilla,maple syrup,orange,lemon,coconut,cherry,blueberry,raspberry,blackberry,peach,apple,apricot,prune,raisin,fig,jam,fruit,rose,potpurri,oak,pine,cedar,almond,walnut,pecan,nutmeg
Blanton's Original Single Barrel,75,75,0,0,12,15,10,13,93,6,8,8,1,0,0,0,0,0,0,3,3,0,0,0,2,1,2,13,12,0,1,0,0,9,0,0,0,0,2,1,0,0,0,0,0,0,0,11,0,0,0,1,1,0
